Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
SA;50010033;Eura;Kolmhaara;KM;14898;39;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;31;21;7;reiällinen, litteä, alapää katkennut;KM 14898_39
SA;50010033;Eura;Kolmhaara;KM;14898;40;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;17;11;3;pienikokoinen, reiän kohdalta katkennut, litteä;KM 14898_40
SA;50010033;Eura;Kolmhaara;KM;14898;41;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;25;15;7;yläpää katkennut;KM 14898_41
SA;50010033;Eura;Kolmhaara;KM;14898;42;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;TRUE;16;11;5;;;;reiällinen, pienikokoinen;KM 14898_42
SA;50010033;Eura;Kolmhaara;KM;14898;43;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;24;14;6;reiän kohdalta katkennut;KM 14898_43
SA;50010033;Eura;Kolmhaara;KM;14898;44;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;18;13;6;reiän kohdalta katkennut;KM 14898_44
SA;50010033;Eura;Kolmhaara;KM;14898;45;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;TRUE;21;13;5;;;;reiällinen;KM 14898_45
SA;50010033;Eura;Kolmhaara;KM;14898;46;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;13;9;4;reiällisen korun yläosa?;KM 14898_46
SA;50010033;Eura;Kolmhaara;KM;14898;47;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;12;10;5;reiällinen;KM 14898_47
SA;50010033;Eura;Kolmhaara;KM;14898;48;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;25;17;7;reiän kohdalta katkennut;KM 14898_48
SA;50010033;Eura;Kolmhaara;KM;14898;49;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;33;16;6;reiän kohdalta ja alapäästä katkennut;KM 14898_49
SA;50010033;Eura;Kolmhaara;KM;14898;50;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;21;12;6;reiällinen;KM 14898_50
SA;50010033;Eura;Kolmhaara;KM;14898;51;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;20;15;6;pienikokoinen, alapäästä katkennut;KM 14898_51
SA;50010033;Eura;Kolmhaara;KM;14898;52;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;31;17;7;reiän kohdalta ja alapäästä katkennut;KM 14898_52
SA;50010033;Eura;Kolmhaara;KM;14898;53;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;30;17;8;reiällinen, pahoin särkynyt;KM 14898_53
SA;50010033;Eura;Kolmhaara;KM;14898;54;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;28;19;9;reiällinen, pahoin särkynyt;KM 14898_54
SA;50010033;Eura;Kolmhaara;KM;14898;55;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;33;21;11;särkynyt;KM 14898_55
SA;50010033;Eura;Kolmhaara;KM;14898;56;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;1;FALSE;;;;23;19;7;särkynyt;KM 14898_56
SA;50010033;Eura;Kolmhaara;KM;14898;57;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;36;14;7;pahoin särkynyt;KM 14898_57
SA;50010033;Eura;Kolmhaara;KM;14898;57;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;30;9;5;pahoin särkynyt;KM 14898_57
SA;50010033;Eura;Kolmhaara;KM;14898;58;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;11;5;3;korun alaosaa;KM 14898_58
SA;50010033;Eura;Kolmhaara;KM;14898;59;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;9;6;4;reiän kohdalta katkennut;KM 14898_59
SA;50010033;Eura;Kolmhaara;KM;14898;60;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;;;;;KM 14898_60
SA;50010033;Eura;Kolmhaara;KM;14898;61;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;;;;;KM 14898_61
SA;50010033;Eura;Kolmhaara;KM;14898;62;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;;;;;KM 14898_62
SA;50010033;Eura;Kolmhaara;KM;14898;63;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;;;;;KM 14898_63
SA;699010073;Rovaniemi;Kumpuniemi;KM;14928;858;7374180;3439270;74;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;24;18;7;liimattu kokoon useasta palasta;KM 14928_858
SA;271010016;Kokemäki;Pispa;KM;14957;3;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Drop-shaped amber pendant;Meripihkariipus, pisaranmuotoinen;1;TRUE;21;15;5;;;;;KM 14957_3
SA;271010016;Kokemäki;Pispa;KM;14957;4;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;TRUE;21;21;5;;;;pyöreä, lattea, reikä keskellä;KM 14957_4
SA;271010016;Kokemäki;Pispa;KM;14957;5;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;TRUE;25;25;7;;;;pyöreä, lattea, reikä keskellä;KM 14957_5
SA;271010016;Kokemäki;Pispa;KM;14957;6;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;TRUE;24;21;5;;;;pyöreähkö, lattea, reikä keskellä;KM 14957_6
SA;271010016;Kokemäki;Pispa;KM;14957;8;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;2;FALSE;;;;;;;samasta korusta, ei mittoja;KM 14957_8
SA;271010016;Kokemäki;Pispa;KM;14957;28;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;TRUE;30;30;18;;;;sylinterimäinen;KM 14957_28
SA;271010016;Kokemäki;Pispa;KM;14957;29;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;TRUE;28;28;19;;;;sylinterimäinen;KM 14957_29
SA;271010016;Kokemäki;Pispa;KM;15168;1;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Drop-shaped amber pendant;Meripihkariipus, pisaranmuotoinen;2;FALSE;23;17;8;;;;;KM 15168_1
SA;271010016;Kokemäki;Pispa;KM;15168;2;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Drop-shaped amber pendant;Meripihkariipus, pisaranmuotoinen;1;TRUE;24;13;7;;;;rikkoutunut;KM 15168_2
SA;271010016;Kokemäki;Pispa;KM;15168;3;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;yksi isompi joukossa;KM 15168_3
SA;271010016;Kokemäki;Pispa;KM;15168;4;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Tongue-shaped amber pendant;Meripihkariipus, kielimäinen;2;FALSE;;;;;;;joukossa kaksi isompaa;KM 15168_4
SA;271010016;Kokemäki;Pispa;KM;15168;5;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;FALSE;;;;;;;;KM 15168_5
SA;271010016;Kokemäki;Pispa;KM;15168;57;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;2;FALSE;;;;;;;"ei mittoja; rikkoutunut";KM 15168_57
SA;271010016;Kokemäki;Pispa;KM;15168;59;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber artefact;Amber artefact;Meripihkaesine;1;TRUE;28;28;6;;;;rombinmuotoinen;KM 15168_59
SA;271010016;Kokemäki;Pispa;KM;15168;60;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;28;25;10;;KM 15168_60
SA;271010016;Kokemäki;Pispa;KM;15168;61;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;16;11;6;;KM 15168_61
SA;50010033;Eura;Kolmhaara;KM;15218;13;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;14;12;7;suuremman palan koko;KM 15218_13
SA;50010033;Eura;Kolmhaara;KM;15218;60;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;;;;"ei mittoja; särkyneestä korusta";KM 15218_60
SA;50010033;Eura;Kolmhaara;KM;15218;68;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;15;;;ei muita mittoja;KM 15218_68
SA;50010033;Eura;Kolmhaara;KM;15218;144;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;;;;ei mittoja;KM 15218_144
SA;50010033;Eura;Kolmhaara;KM;15218;145;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;;;;ei mittoja;KM 15218_145
SA;50010033;Eura;Kolmhaara;KM;15218;146;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;24;8;6;pitkulainen;KM 15218_146
SA;50010033;Eura;Kolmhaara;KM;15218;179;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;;;;ei mittoja;KM 15218_179
SA;50010033;Eura;Kolmhaara;KM;15218;230;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;;;;ei mittoja;KM 15218_230
SA;699010073;Rovaniemi;Kumpuniemi;KM;15222;541;7374180;3439270;74;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;18;14;4;liimattu yhteen useasta palasta;KM 15222_541
SA;699010201;Rovaniemi;Niskala;KM;15223;414;7373070;3439030;75;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;13;11;9;;KM 15223_414
SA;699010201;Rovaniemi;Niskala;KM;15223;415;7373070;3439030;75;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;;FALSE;;;;9;8;5;;KM 15223_415
SA;699010201;Rovaniemi;Niskala;KM;15223;417;7373070;3439030;75;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;;FALSE;;;;13;12;7;luultavasti ei pyöreä nappi;KM 15223_417
SA;699010207;Rovaniemi;Niskala/Kangaspelto;KM;15236;444;7373240;3439000;76;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 15236_444
SA;972010009;Oulu;Kierikkisaari;KM;15241;228;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;21;12;5;;KM 15241_228
SA;972010009;Oulu;Kierikkisaari;KM;15241;233;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 15241_233
SA;91010015;Helsinki;Turkismiehentien leikkikenttä;KM;15485;76;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Tubular amber bead;Tubular amber bead;Meripihkaputkihelmi;1;FALSE;;;;7;7;1;;KM 15485_76
SA;972010009;Oulu;Kierikkisaari;KM;15663;461;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;15;11;6;;KM 15663_461
SA;972010009;Oulu;Kierikkisaari;KM;15663;462;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;16;15;4;;;;;KM 15663_462
SA;972010009;Oulu;Kierikkisaari;KM;15663;463;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;15;12;4;;;;;KM 15663_463
SA;972010009;Oulu;Kierikkisaari;KM;15663;464;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;12;8;5;reikä osittain näkyvissä;KM 15663_464
SA;972010009;Oulu;Kierikkisaari;KM;15663;465;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;16;14;5;;KM 15663_465
SA;972010009;Oulu;Kierikkisaari;KM;15663;466;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;12;11;4;;KM 15663_466
SA;972010009;Oulu;Kierikkisaari;KM;15663;467;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 15663_467
SA;972010009;Oulu;Kierikkisaari;KM;15663;468;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;16;8;8;;KM 15663_468
SA;320010104;Kemijärvi;Neitilä 4;KM;15671;1302;7373790;3516815;146;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;23;20;10;;;;;KM 15671_1302
SA;320010104;Kemijärvi;Neitilä 4;KM;15671;1306;7373790;3516815;146;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;16;14;10;;;;;KM 15671_1306
SA;320010104;Kemijärvi;Neitilä 4;KM;15671;1310;7373790;3516815;146;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;22;17;11;;;;;KM 15671_1310
SA;320010104;Kemijärvi;Neitilä 4;KM;15671;1311;7373790;3516815;146;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;27;16;8;;;;;KM 15671_1311
SA;50010033;Eura;Kolmhaara;KM;16077;21;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;9;7;4;;KM 16077_21
SA;972010009;Oulu;Kierikkisaari;KM;16139;602;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;13;11;8;;KM 16139_602
SA;972010009;Oulu;Kierikkisaari;KM;16139;932;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;;;;;KM 16139_932
SA;972010009;Oulu;Kierikkisaari;KM;16139;1500;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 16139_1500
SA;972010009;Oulu;Kierikkisaari;KM;16139;2190;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 16139_2190
SA;972010009;Oulu;Kierikkisaari;KM;16139;2526;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;7 kpl;KM 16139_2526
SA;972010009;Oulu;Kierikkisaari;KM;16139;2579;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;;;;mahdollisesti napista;KM 16139_2579
SA;972010009;Oulu;Kierikkisaari;KM;16140;48;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;7;7;6;;KM 16140_48
SA;972010009;Oulu;Kierikkisaari;KM;16140;162;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;6;6;5;;KM 16140_162
SA;972010009;Oulu;Kierikkisaari;KM;16140;412;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;7;5;3;;KM 16140_412
SA;972010009;Oulu;Kierikkisaari;KM;16140;461;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;12;8;5;;KM 16140_461
SA;972010009;Oulu;Kierikkisaari;KM;16141;119;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 16141_119
SA;972010009;Oulu;Kierikkisaari;KM;16141;738;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 16141_738
SA;972010009;Oulu;Kierikkisaari;KM;16141;849;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;;;;;KM 16141_849
SA;320010104;Kemijärvi;Neitilä 4;KM;16145;2136;7373790;3516815;146;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;14;12;4;;;;nelikulmainen;KM 16145_2136
SA;320010104;Kemijärvi;Neitilä 4;KM;16145;2137;7373790;3516815;146;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;28;25;6;nelikulmainen;KM 16145_2137
