Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
SA;424010006;KM;19152;2053;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;11;;
SA;52010052;KM;19261;210;EvijÑrvi;Kotikangas;7043477;3318676;65;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;;;;kÑyrÑn idolin katkelma
SA;52010052;KM;19261;362;EvijÑrvi;Kotikangas;7043477;3318676;65;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;420010004;KM;19266;8;LeppÑvirta;Valkama;6925530;3556300;92;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;92010031;KM;19275;305;Vantaa;Jînsas;6685309;3381283;31;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;167010003;KM;19471;514;Joensuu;Varaslampi;6947124;3643495;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;33;24;9;
SA;167010003;KM;19471;932;Joensuu;Varaslampi;6947124;3643495;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;20;17;11;
SA;489010020;KM;19494;4;MiehikkÑlÑ;Rivinkangas;6728830;3549390;21;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;0;0;0;0;0;0;
SA;613010040;KM;19799;630;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;2 kpl, reikiÑ
SA;613010040;KM;19799;1295;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;33;10;9;;;;
SA;613010040;KM;19799;1963;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;24;21;10;
SA;145010014;KM;19805;224;Ilmajoki;HonkalanmÑki;6962711;3267173;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;92010051;KM;19992;249;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;28;18;5;idolista?
SA;92010051;KM;19992;537;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;idolista?
SA;92010051;KM;19992;629;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;pientÑ pistekoristelua
SA;92010051;KM;19992;633;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;92010051;KM;19992;647;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;18;14;10;koristeltu pienillÑ pyîreillÑ painanteilla
SA;92010051;KM;19992;690;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;25;20;18;
SA;92010051;KM;19992;1314;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;18;12;8;idolista?
SA;92010051;KM;19992;1406;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;24;18;8;sormenjÑlki
SA;92010051;KM;19992;1598;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;;;;toinen saattaa esittÑÑ phallosta
SA;92010051;KM;19992;1651;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;18;16;11;;;;puoliympyrÑn muotoinen kappale
SA;92010051;KM;19992;1881;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;36;30;21;
SA;92010051;KM;19992;2051;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;2 kpl
SA;92010051;KM;19992;2340;Vantaa;Maarinkunnas;6688640;3393238;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;16;11;7;idolista?
SA;18010027;KM;20139;5;Askola;RevÑsmÑki Linnanranta;6714080;3423079;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;33;28;9;historialliselta ajalta
SA;700010007;KM;20172;3;Ruokolahti;Niittylahti;6806801;3583877;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;559010015;KM;20180;14;Vîyri;Gamla-Paljak;7023886;3275512;45;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;31;23;12;
SA;uusi 1588;KM;20282;21;Lappeenranta;Lappeenranta;6772264;3563463;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;16;15;7;jalan katkelma, koristelua
SA;405010004;KM;20284;8;Lappeenranta;Huhtiniemi;6772360;3561430;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;405010002;KM;20285;1;Lappeenranta;Etu- ja Taka-Muntero;6771350;3557020;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;2;FALSE;;;;33;30;17;koristeltu
SA;405010002;KM;20285;2;Lappeenranta;Etu- ja Taka-Muntero;6771350;3557020;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;37;22;10;
SA;935010041;KM;20336;1;Virolahti;Kurkisuo 1;6721520;3541970;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;27;22;8;
SA;777010056;KM;20414;20;Suomussalmi;MikonsÑrkkÑ;7236404;3614044;199;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;613010040;KM;20464;55;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;FALSE;13;13;7;;;;
SA;613010040;KM;20464;286;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;613010040;KM;20464;436;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;79010015;KM;20493;37;Harjavalta;Hiittenharju (Laurilan hiekkakuoppa);6808720;3239580;37;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;20;8;;
SA;79010015;KM;20493;340;Harjavalta;Hiittenharju (Laurilan hiekkakuoppa);6808720;3239580;37;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;34;;;
SA;79010015;KM;20493;341;Harjavalta;Hiittenharju (Laurilan hiekkakuoppa);6808720;3239580;37;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;21;21;;
SA;271010050;KM;20584;81;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;33;28;8;Paimion idoli
SA;271010050;KM;20584;205;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;24;23;7;Paimion idoli
SA;271010050;KM;20584;786;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;2;FALSE;;;;;;;
SA;271010050;KM;20584;884;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;271010050;KM;20584;1214;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;14;19;7;kielenmuotoinen, Paimion idoli?
SA;271010050;KM;20584;1289;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;19;18;;jalka, Paimion idoli
SA;271010050;KM;20584;1321;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;26;18;10;kielenmuotoinen, Paimion idoli?
SA;271010050;KM;20584;1481;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;14;13;9;koristeltu, Paimion idoli
SA;271010050;KM;20584;1512;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu vedetyllÑ viivalla
SA;271010050;KM;20584;2904;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;2987;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;3110;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;18;25;6;jalka, Paimion idoli?
SA;271010050;KM;20584;3123;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;3547;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bead;Saviesine, helmi;1;FALSE;15;13;;;;;
SA;271010050;KM;20584;3783;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;25;17;9;
SA;271010050;KM;20584;3809;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;33;18;8;koristeltu, Paimion idoli
SA;271010050;KM;20584;3851;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;3874;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;11;12;8;koristeltu, Paimion idoli
SA;271010050;KM;20584;3888;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;4068;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;4073;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;4088;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;4310;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;4438;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;271010050;KM;20584;4462;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimion idoli
SA;624010016;KM;20613;254;PyhtÑÑ;Brunamossen 1;6711900;3486100;15;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;105010016;KM;20634;2;Hyrynsalmi;Koppeloniemi;7179060;3571340;160;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay pendant;Saviesine, riipus;1;FALSE;;;;;;;asbestisekoitteinen, pyîreÑn riipuksen katkelma
SA;831010006;KM;20659;740;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;21;20;16;mahdollinen jalkakatkelma
SA;831010006;KM;20659;744;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;831010006;KM;20659;1090;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;37;16;;
SA;831010006;KM;20659;1654;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;17;8;8;
SA;831010006;KM;20659;1655;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;35;20;10;
SA;831010006;KM;20659;1953;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;28;32;27;saveen pistelty reikiÑ
SA;92010043;KM;20660;96;Vantaa;Stenkulla;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;23;12;10;
SA;92010052;KM;20734;6;Vantaa;SatomÑki;6688896;3393187;18;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;24;10;10;
SA;309010013;KM;20842;31;Outokumpu;Konstinhiekka;6947837;3596854;102;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;27;25;13;
SA;1000000088;KM;20902;1255;Laitila;NÑstinristi;6755455;3218709;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;1000000088;KM;20902;6171;Laitila;NÑstinristi;6755455;3218709;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;b
SA;290010029;KM;20903;103;Kuhmo;SylvÑjÑnniemi 1;7117650;3622710;162;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bead;Saviesine, helmi;2;FALSE;;;;25;11;8;
SA;290010029;KM;20903;179;Kuhmo;SylvÑjÑnniemi 1;7117650;3622710;162;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, elÑin;3;FALSE;;;;24;21;9;lÑhes suoraksi kulmaksi taivutettu
SA;271010050;KM;20990;1;KokemÑki;Kraviojankangas (ent.Ylistaro Tolvan maa);6797800;3256730;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;16;9;6;
SA;935010031;KM;21054;19;Virolahti;Mattilan VPK;6723120;3541780;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;39;24;;kÑyrÑn idolin katkelma
SA;1000000088;KM;21224;680;Laitila;NÑstinristi;6755455;3218709;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;3;FALSE;;;;30;16;13;mahdollisesti idolin jalkakatkelma
SA;613010040;KM;21293;227;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;FALSE;17;16;7;;;;
SA;613010040;KM;21293;795;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;FALSE;19;16;8;;;;
SA;613010040;KM;21293;2134;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;14;13;10;;;;
SA;613010040;KM;21293;3011;Porvoo;Bîle;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;;;;3 katkelmaa
