Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
SA;694010007;KM;31510;413;RiihimÑki;Sinivuokkoniemi A-E;6733071;3378985;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;3;FALSE;;;;;;;painannekoristelua
SA;694010007;KM;31510;415;RiihimÑki;Sinivuokkoniemi A-E;6733071;3378985;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;3;FALSE;;;;;;;
SA;220010053;KM;31632;124;Raasepori;SÑterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;91010015;KM;31634;34;Helsinki;Turkismiehentien leikkikenttÑ;6681681;3381808;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;FALSE;;;;;;;
SA;835010089;KM;31635;69;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimio
SA;835010089;KM;31635;133;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimio
SA;835010089;KM;31635;298;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimio
SA;835010089;KM;31635;333;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimio
SA;835010089;KM;31635;338;Raasepori;TimmerkÑrr;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;koristeltu, Paimio
SA;49010013;KM;31636;6;Espoo;KlÑppkÑrr;6679858;3366228;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;verkkokuvioista koristelua
SA;49010013;KM;31636;50;Espoo;KlÑppkÑrr;6679858;3366228;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;TRUE;;;;;;;pieniÑ kynsipainanteita
SA;49010013;KM;31636;268;Espoo;KlÑppkÑrr;6679858;3366228;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;koristeltu, pientÑ pistekoristelua
SA;49010013;KM;31636;392;Espoo;KlÑppkÑrr;6679858;3366228;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;mahdollisesti Paimion tyypin idolin katkelma
SA;49010013;KM;31636;434;Espoo;KlÑppkÑrr;6679858;3366228;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;pistekoristelua
SA;49010013;KM;31636;449;Espoo;KlÑppkÑrr;6679858;3366228;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;savimîykky
SA;49010013;KM;31636;477;Espoo;KlÑppkÑrr;6679858;3366228;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;koristelua
SA;754010011;KM;31785;142;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;40;21;20;koristeltu, nauhaornamenttia
SA;754010011;KM;31785;469;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;21;14;8;sormen painanne
SA;754010011;KM;31785;967;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;15;16;8;koristeltu, Paimion idoli
SA;754010011;KM;31785;968;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;22;24;9;viivapainanteita
SA;754010011;KM;31785;975;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;38;30;15;koristelematon vartalokatkelma
SA;754010011;KM;31785;976;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;29;21;16;koristeettomia katkelmia 3 kpl
SA;754010011;KM;31785;977;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;;FALSE;;;;22;11;8;koristeltuja katkelmia 3 kpl
SA;754010011;KM;31785;1013;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;15;18;9;viivapainanteita ja kampaleimamainen kuvio
SA;754010011;KM;31785;1014;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;;FALSE;;;;35;22;8;epÑmÑÑrÑisiÑ viivapainanteita
SA;754010011;KM;31785;1015;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;;FALSE;;;;27;18;12;
SA;754010011;KM;31785;1016;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;;FALSE;;;;36;22;16;
SA;754010011;KM;31785;1036;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;37;20;10;kampaleimakoristelua, Paimion idoli
SA;754010011;KM;31785;1037;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;36;8;15;viivapainanne
SA;754010011;KM;31785;1085;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;27;15;9;nauhamainen katkelma
SA;754010011;KM;31785;1327;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;27;18;6;naarmuja
SA;754010011;KM;31785;1328;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;17;8;7;naarmuja tai viivapainanteita
SA;754010011;KM;31785;1389;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;29;10;9;
SA;754010011;KM;31785;1396;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;19;13;8;
SA;831010009;KM;31825;397;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;;;;
SA;831010009;KM;31825;538;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;831010009;KM;31825;602;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;20;19;12;leimakoristelua
SA;831010009;KM;31825;637;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;14;13;8;
SA;831010009;KM;31825;655;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;mahdollisesti ison elÑinidolin osia
SA;831010009;KM;31825;764;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;831010009;KM;31825;768;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;24;22;15;painanteita/viivoja
SA;831010009;KM;31825;873;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;2;FALSE;;;;36;34;19;mahdollisesti kÑyrÑn kaksijalkaisen idolin vartalo-osa
SA;831010009;KM;31825;1963;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;15;15;10;
SA;831010009;KM;31825;2206;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;16;15;6;
SA;831010009;KM;31825;2233;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;36;29;21;ison esineen, mahdollisesti elÑinidolin katkelma
SA;831010009;KM;31825;2358;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;16;13;8;
SA;831010009;KM;31825;2848;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;19;11;10;
SA;831010009;KM;31825;2900;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;13;9;8;
SA;831010009;KM;31825;2913;Taipalsaari;Kujansuu;6789660;3559470;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;17;11;11;
SA;972010028;KM;31829;191;Oulu;Kierikinkangas;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;972010028;KM;31829;234;Oulu;Kierikinkangas;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;
SA;972010028;KM;31829;363;Oulu;Kierikinkangas;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;972010028;KM;31829;2960;Oulu;Kierikinkangas;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;27;15;10;
SA;623010013;KM;31879;701;Puumala;KÑrmelahti;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;;;;savilevyn katkelmia 2 kpl
SA;623010013;KM;31879;1187;Puumala;KÑrmelahti;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;;;;levymÑinen kappale, sekoitteena asbestia
SA;211010004;KM;32000;554;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;14;16;14;
SA;532010021;KM;32180;336;Lahti;Kilpisaari 1;6763620;3451100;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;22;18;9;koristeltu pisteillÑ ja vinoviivoilla, Paimion idoli
SA;532010021;KM;32180;481;Lahti;Kilpisaari 1;6763620;3451100;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;26;33;13;ehkÑ Paimion idolin jalkakatkelma
SA;532010021;KM;32180;482;Lahti;Kilpisaari 1;6763620;3451100;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;22;16;7;koristeena kynsipainanteita, mahd. Paimion idolin katkelma
SA;532010021;KM;32180;967;Lahti;Kilpisaari 1;6763620;3451100;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;20;14;7;
SA;532010021;KM;32180;992;Lahti;Kilpisaari 1;6763620;3451100;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;29;37;8;
SA;754010011;KM;32191;202;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;41;26;13;viivakoristelua
SA;754010011;KM;32191;257;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;41;40;26;viiva- tai kynsipainanteita
SA;754010011;KM;32191;326;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;35;22;10;viivapainannekoristelua
SA;754010011;KM;32191;427;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;33;25;16;viivapainannekoristelua
SA;754010011;KM;32191;486;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;32;23;16;istuvan hahmon jalkaosa?, pistekoristelua
SA;754010011;KM;32191;541;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;24;12;11;viivapainanteita
SA;754010011;KM;32191;819;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;20;18;13;
SA;754010011;KM;32191;838;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;31;23;12;viivapainanteita
SA;754010011;KM;32191;947;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;viivakoristelua
SA;754010011;KM;32191;956;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;26;18;17;
SA;754010011;KM;32191;1115;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;14;15;8;viivakoristeita
SA;754010011;KM;32191;1329;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;25;16;11;viivakoristelua
SA;754010011;KM;32191;1330;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;naarmuja ja sormen painanteita
SA;754010011;KM;32191;1342;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;754010011;KM;32191;1592;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;viivakoristelua
SA;754010011;KM;32191;1689;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;viivoja ja kolmiomaisia painanteita
SA;754010011;KM;32191;1702;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;16;13;7;viivakoristelua
SA;754010011;KM;32191;1947;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;2 kpl, kolmiomaisia painanteia
SA;754010011;KM;32191;2179;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;18;8;8;viivakoristeita
SA;754010011;KM;32191;2180;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;;;;viivakoristeita, painanteita
SA;754010011;KM;32191;2190;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;31;17;8;viivoja
SA;754010011;KM;32191;2362;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;29;19;11;sormen painanteita
SA;754010011;KM;32191;2384;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;21;19;11;sormen painanteita
SA;754010011;KM;32191;2411;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;30;7;7;makkaramainen kappale
SA;754010011;KM;32191;2417;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;12;15;viivakoristelua
SA;754010011;KM;32191;2517;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;viivakoristelua
SA;754010011;KM;32191;2554;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;24;20;7;viivapainanteita
SA;754010011;KM;32191;2600;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;linssimÑinen kappale
