Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Stone art (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
IA;turku146;Huittinen;MÑkilÑ;Linder;305;;6783027;3266257;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;74;43;29;0;0;0;
IA;turku121;;;Linder;306;;6688045;3339371;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;harmaa kivilaji;80;51;37;0;0;0;
IA;turku121;;;Linder;306;;6688045;3339371;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;harmaa kivilaji;80;51;37;0;0;0;
IA;turku119;;;Linder;327;;6682297;3313072;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;83;51;27;0;0;0;
IA;turku119;;;Linder;327;;6682297;3313072;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;83;51;27;0;0;0;
IA;uusi 8402;Suomi;;Linder;349;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;77;45;22;0;0;0;
IA;uusi 8361;Raasepori;BorgmÑstars;Nyberg;73;;6665978;3314564;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;;;;49;59;24;
IA;uusi 8361;Raasepori;BorgmÑstars;Nyberg;73;;6665978;3314564;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;69;52;32;0;0;0;
IA;perniî 0;Salo;Perniî;Per;50;1;6683138;3285410;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;89;51;26;;;;
IA;perniî 18;Salo;Teijon kansakoulu;Per;1502;;6689084;3276275;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;82;42;24;;;;
IA;perniî 24;Salo;Kosken koulu;Per;2093;;6679707;3293731;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;2;;TRUE;kiilleliuske;34;34;7;;;;
IA;perniî 0;Salo;Perniî;Per;3090;;6683138;3285410;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;101;47;41;;;;
IA;uusi 8044;Sastamala;Godmundila;SatM;215;;6808569;3276259;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;86;52;26;;;;
IA;uusi 7105;Ulvila;?;SatM;275;;6827870;3242024;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;2;;TRUE;musta liuske;53;45;9;;;;
IA;uusi 7185;Pori;Riuttula;SatM;984;;6837376;3264684;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;musta kivilaji;50;50;10;;;;
IA;uusi 7193;KokemÑki;?;SatM;1126;;6803048;3250769;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;harmaa liuske;55;52;6;;;;
IA;uusi 7226;Lapua;?;SatM;1727;;6991478;3297752;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;2;;TRUE;harmaa liuske;25;23;6;;;;
IA;uusi 7233;Pori;?;SatM;2015;;6842519;3227970;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;76;45;28;;;;
IA;uusi 7240;KokemÑki;?;SatM;2148;;6811493;3259568;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;2;;TRUE;harmaa kivilaji;47;45;16;;;;
IA;uusi 7253;Sotkamo;?;SatM;2205;;7115440;3567750;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;vuolukivi;40;40;10;;;;
IA;uusi 7254;SÑkylÑ;Kangas;SatM;2209;;6783385;3251591;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;90;51;34;;;;
IA;uusi 7270;Eura;KÑylypolvi;SatM;2419;;6800948;3234830;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;88;40;24;;;;
IA;uusi 7272;Nokia;Maurin talo;SatM;2533;;6820665;3298333;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;89;45;34;;;;
IA;uusi 7281;Pori;Rudanmaa;SatM;2602;;6840091;3237213;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;39;35;8;;;;
IA;uusi 7285;Pori;Kaupunki;SatM;3033;;6831151;3223099;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;44;42;8;;;;
IA;1000008628;HÑmeenkyrî;Jaskara;SatM;3036;;6831620;3301830;102,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;97;41;22;;;;
IA;uusi 7347;Nakkila;Lammaisten koski;SatM;5550;;6813065;3238582;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;hiekkakivi;43;43;17;;;;
IA;uusi 7354;KankaanpÑÑ;VihteljÑrvi;SatM;6155;;6856540;3263834;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;90;64;28;;;;
IA;uusi 7463;KankaanpÑÑ;VihteljÑrvi;SatM;7244;;6852548;3262282;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;TRUE;harmaa kivilaji;54;40;26;;;;
IA;uusi 7472;KankaanpÑÑ;VihteljÑrvi;SatM;7254;;6856540;3263834;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;2;;TRUE;kiilleliuske;67;67;12;;;;
IA;1000013541;Karvia;Patoranta;SatM;7629;;6898022;3267974;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;82;43;28;;;;
IA;uusi 7546;KankaanpÑÑ;Lauhala;SatM;7707;;6894704;3256738;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;TRUE;kvartsiitti;102;41;36;;;;
IA;uusi 7654;KankaanpÑÑ;VihteljÑrven kylÑ;SatM;8125;;6857250;3264491;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;porfyyri;92;43;27;;;;
IA;uusi 7655;Huittinen;?;SatM;8126;;6776539;3266856;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;82;38;33;;;;
IA;uusi 7667;Kauhajoki;Kauhajoen kylÑ;SatM;8190;;6933737;3251161;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;93;56;23;;;;
IA;uusi 7711;Ilmajoki;Kokkolan kylÑ;SatM;8240;;6962289;3268094;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;91;41;28;;;;
IA;uusi 7762;Kurikka;?;SatM;8506;;6939103;3281862;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;85;41;28;;;;
IA;uusi 7851;Sastamala;Ulvin kylÑ;SatM;8749;;6806917;3274241;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;72;32;26;;;;
IA;uusi 7831;Eura;Panelian kylÑ;SatM;8834;;6800155;3230295;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;98;43;31;;;;
IA;uusi 7871;Sastamala;Vesunnin kylÑ;SatM;8896;;6828615;3278564;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;hiekkakivi;85;43;23;;;;
IA;uusi 7867;Sastamala;Kairilan kylÑ;SatM;8912;;6824912;3296299;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;80;51;27;;;;
IA;uusi 7874;Sastamala;?;SatM;8919;;6829376;3287531;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;harmaa liuske;57;52;8;;;;
IA;uusi 7874;Sastamala;?;SatM;8919;;6829376;3287531;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;harmaa liuske;57;52;8;;;;
IA;1000008652;HÑmeenkyrî;EnonselkÑ;SatM;8998;;6834720;3304150;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;musta liuske;52;52;14;;;;
IA;1000008652;HÑmeenkyrî;EnonselkÑ;SatM;8999;;6834720;3304150;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;55;51;12;;;;
IA;uusi 7880;HÑmeenkyrî;?;SatM;9039;;6832765;3300586;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;77;41;28;;;;
IA;uusi 7822;HÑmeenkyrî;Lemmakkalan kylÑ;SatM;9043;;6835356;3306151;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Grinding stone;;;Kuutiokivi;1;;TRUE;hiekkakivi;65;65;61;;;;
IA;uusi 8189;Ikaalinen;Sammin kylÑ;SatM;9147;;6856780;3285931;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;92;33;18;;;;
IA;uusi 8197;Ikaalinen;Ikaalinen;SatM;9150;;6859881;3291779;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;79;43;26;;;;
IA;uusi 8219;Ikaalinen;?;SatM;9154;;6866215;3290694;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;91;46;30;;;;
IA;uusi 8219;Ikaalinen;?;SatM;9154;;6866215;3290694;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;91;46;30;;;;
IA;uusi 8219;Ikaalinen;HîytÑlÑn kylÑ;SatM;9154;;6866215;3290694;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;91;46;30;;;;
IA;uusi 8219;Ikaalinen;?;SatM;9154;;6866215;3290694;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;91;46;30;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;Hietalan kylÑ;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;LÑykin kylÑ;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;Ikaalinen;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9164;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;Ikaalinen;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;Hietalan kylÑ;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;LÑykin kylÑ;SatM;9165;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;52;52;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9166;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;57;57;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9166;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;57;57;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9166;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;57;57;10;;;;
IA;uusi 8191;Ikaalinen;?;SatM;9166;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;57;57;10;;;;
IA;uusi 8191;Ikaalinen;LÑykin kylÑ;SatM;9166;;6857492;3293013;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;VÑrttinÑnpyîrÑ;1;;TRUE;kiilleliuske;57;57;10;;;;
