Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish);PhotoID;X;Y
BA;277010043;Jyväskylä;Raidanlahti;KM;25198;1-74;6876080;3434440;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;FALSE;TRUE;;KM 25198_1-74;25,74610392;61,98548001
BA;277010043;Jyväskylä;Raidanlahti;KM;25198;1-74;6876080;3434440;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kiille;kivimurska;FALSE;TRUE;FALSE;reikä (2);KM 25198_1-74;25,74610392;61,98548001
BA;707010014;Rääkkylä;Kotaniemi 1;KM;25225;1-7;6921259;3646069;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;FALSE;TRUE;FALSE;;KM 25225_1-7;29,81911075;62,36802396
BA;832010033;Taivalkoski;Aatsinki 2;KM;25271;1-604;7274490;3545720;180;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;orgaaninen;;FALSE;TRUE;FALSE;;KM 25271_1-604;27,98630299;65,56200006
BA;290010053;Kuhmo;Vasikkaniemi SW;KM;25302;1-212;7112834;3598406;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;kiille;FALSE;FALSE;TRUE;;KM 25302_1-212;29,01513604;64,10130682
BA;290010053;Kuhmo;Vasikkaniemi SW;KM;25302;1-212;7112834;3598406;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;talkki;;FALSE;FALSE;TRUE;;KM 25302_1-212;29,01513604;64,10130682
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;25377;1-334;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;TRUE;FALSE;;KM 25377_1-334;22,42951906;60,42531911
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;25377;1-334;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;;FALSE;TRUE;FALSE;;KM 25377_1-334;22,42951906;60,42531911
BA;890010086;Utsjoki;Kenesjärvi S;KM;25388;1-242;7734100;3503300;93;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 25388_1-242;27,08068146;69,68611844
BA;256010015;Kinnula;Häähkäniemi;KM;25409;1-18;7022346;3405303;135;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;shamotti;orgaaninen;TRUE;FALSE;FALSE;;KM 25409_1-18;25,10878738;63,29094559
BA;777010025;Suomussalmi;Kalmosärkkä;KM;25422;1-15;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;kiille;FALSE;TRUE;FALSE;;KM 25422_1-15;29,44567113;65,2094768
BA;777010025;Suomussalmi;Kalmosärkkä;KM;25422;1-15;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;talkki;FALSE;TRUE;FALSE;omituista keram, ks. 25421;KM 25422_1-15;29,44567113;65,2094768
BA;777010116;Suomussalmi;Putikka;KM;25424;1-8;7216165;3597431;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;TRUE;FALSE;FALSE;;KM 25424_1-8;29,06407939;65,02785023
BA;777010116;Suomussalmi;Putikka;KM;25424;1-8;7216165;3597431;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;3;asbesti;;TRUE;FALSE;FALSE;;KM 25424_1-8;29,06407939;65,02785023
BA;320010195;Kemijärvi;Lammasniemi;KM;25526;1-58;7391700;3524250;148,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;3;asbesti;;TRUE;FALSE;FALSE;;KM 25526_1-58;27,54342475;66,61538681
BA;320010242;Kemijärvi;Revässaari;KM;25545;1-37;7396260;3525500;149;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;talkki;TRUE;FALSE;FALSE;;KM 25545_1-37;27,57257879;66,65617536
BA;890010001;Utsjoki;Ala-Jalve;KM;25645;1-11;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 25645_1-11;27,70496792;70,07180011
BA;47010073;Enontekiö;Tervaniemi, saamenmuseo;KM;25690;1-259;7593843;3364722;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Kjelmöy Ware;Kjelmöy;2;;;FALSE;FALSE;TRUE;karsta (99,100);KM 25690_1-259;23,70346608;68,3962979
BA;890010001;Utsjoki;Ala-Jalve;KM;25711;1-6;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;TRUE;FALSE;FALSE;;KM 25711_1-6;27,70496792;70,07180011
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;25781;1-665;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;hiekka;;FALSE;FALSE;TRUE;;KM 25781_1-665;22,42951906;60,42531911
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;25781;1-665;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;;FALSE;FALSE;TRUE;karsta (77);KM 25781_1-665;22,42951906;60,42531911
BA;577010024;Paimio;Toispuolojannummi;KM;25790;1-28;6716468;3263603;40,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;hiekka;;FALSE;TRUE;FALSE;;KM 25790_1-28;22,69466517;60,48935369
BA;256010015;Kinnula;Häähkäniemi;KM;25804;1-426;7022346;3405303;135;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;FALSE;TRUE;karsta (24,116,141,247,413,420), tekstiilipainannetta tms (409);KM 25804_1-426;25,10878738;63,29094559
BA;256010015;Kinnula;Häähkäniemi;KM;25804;1-426;7022346;3405303;135;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;TRUE;FALSE;;KM 25804_1-426;25,10878738;63,29094559
BA;277010043;Jyväskylä;Raidanlahti;KM;25808;1-10;6876080;3434440;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;FALSE;TRUE;FALSE;;KM 25808_1-10;25,74610392;61,98548001
BA;140010003;Iisalmi;Haapakangas;KM;25811;1-18;7050550;3500650;89;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;;FALSE;TRUE;FALSE;karsta (8);KM 25811_1-18;27,00963438;63,55651934
BA;1000000432;Sodankylä;Ionosfääriasema;KM;25928;1-77;7474970;3484280;175;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;1;asbesti;;FALSE;TRUE;FALSE;;KM 25928_1-77;26,63014658;67,36257085
BA;148010383;Inari;Kaidanvuono lounas;KM;26005;1-16;7629920;3515530;130;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;TRUE;FALSE;FALSE;;KM 26005_1-16;27,37956168;68,75179969
BA;290010202;Kuhmo;Härkösärkkä SW;KM;26052;1-121;7118899;3611737;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;FALSE;FALSE;TRUE;karsta ja reikiä (85,87);KM 26052_1-121;29,29283079;64,15162944
BA;678010017;Raahe;Tervakangas;KM;26060;1-30;7168610;3377575;18;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;2;asbesti;kivimurska;FALSE;TRUE;FALSE;karsta (11);KM 26060_1-30;24,43958516;64,59335147
BA;595010006;Pielavesi;Meijerinkangas;KM;26088;1-82;6999920;3482310;103;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;FALSE;TRUE;;KM 26088_1-82;26,64629095;63,10186326
BA;148010682;Inari;Vuopajanperä;KM;26231;1-12;7665430;3504410;148;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;TRUE;FALSE;FALSE;;KM 26231_1-12;27,10624652;69,07052941
BA;148010013;Inari;Saamen museo / Vuopaja;KM;26238;1-8;7647620;3500800;121;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;2;asbesti;;FALSE;TRUE;FALSE;;KM 26238_1-8;27,01561672;68,91090111
BA;148010683;Inari;Niittyjänkkä;KM;26240;1-9;7615900;3519920;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;1;asbesti;;FALSE;TRUE;FALSE;karsta (3,4);KM 26240_1-9;27,48532353;68,62583766
BA;577010024;Paimio;Toispuolojannummi;KM;26268;1-6;6716468;3263603;40,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;hiekka;;TRUE;FALSE;FALSE;;KM 26268_1-6;22,69466517;60,48935369
BA;777010056;Suomussalmi;Mikonsärkkä;KM;26391;1-144;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;;FALSE;FALSE;TRUE;karsta (30,34,43 ym);KM 26391_1-144;29,43282705;65,20393286
BA;777010048;Suomussalmi;Salmenniemi;KM;26392;1-35;7237497;3615481;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;;TRUE;FALSE;FALSE;;KM 26392_1-35;29,46440486;65,2132271
BA;777010049;Suomussalmi;Maikonsärkkä;KM;26411;1-4;7236703;3615912;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;;TRUE;FALSE;FALSE;;KM 26411_1-4;29,4729413;65,20596123
BA;707010009;Rääkkylä;Lappalaissuo 1-2;KM;26436;1-31;6900877;3652011;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;talkki, orgaaninen;FALSE;TRUE;FALSE;;KM 26436_1-31;29,91602141;62,18301252
BA;320010315;Kemijärvi;Narkiperä;KM;26544;1-80;7395040;3519950;147;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Kjelmöy Ware;Kjelmöy;2;asbesti;;FALSE;FALSE;TRUE;karsta (60);KM 26544_1-80;27,44691958;66,64564216
BA;399010135;Laihia;Kurunkangas;KM;26567;1-5;6984016;3247376;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;3;kivimurska;;TRUE;FALSE;FALSE;;KM 26567_1-5;22,02933655;62,87197569
BA;399010136;Laihia;Annikkalanmäki;KM;26571;1-16;6986211;3244435;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;TRUE;FALSE;;KM 26571_1-16;21,96840585;62,88954643
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;26576;1-971;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;FALSE;TRUE;;KM 26576_1-971;22,42951906;60,42531911
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;26576;1-971;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;FALSE;TRUE;;KM 26576_1-971;22,42951906;60,42531911
BA;532010003;Lahti;Kovalahti;KM;26605;1-164;6766400;3452360;76;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;orgaaninen;FALSE;FALSE;TRUE;;KM 26605_1-164;26,11625998;61,00405636
BA;595010006;Pielavesi;Meijerinkangas;KM;26617;1-536;6999920;3482310;103;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;FALSE;TRUE;reikä (419,522), pohjapaloja (455);KM 26617_1-536;26,64629095;63,10186326
BA;246010057;Savonlinna;Kokkomäki;KM;26645;;6870312;3620964;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kiille;talkki;FALSE;TRUE;FALSE;;KM 26645_;29,29962729;61,92023365
BA;a255;Turku;Halinen;KM;26714;1-180;6715888;3243310;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;3;kivimurska;;FALSE;FALSE;TRUE;karsta (149);KM 26714_1-180;22,32747743;60,47175895
BA;853010008;Turku;Riihivainio;KM;26749;1-739;6716518;3242508;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;FALSE;FALSE;;KM 26749_1-739;22,31213079;60,47688327
BA;47010206;Enontekiö;Aittalahti;KM;26758;1-71;7591659;3358577;290;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;TRUE;FALSE;FALSE;;KM 26758_1-71;23,55720654;68,37374096
BA;47010210;Enontekiö;Myllymaa 2;KM;26762;1-30;7590271;3355826;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;TRUE;FALSE;FALSE;;KM 26762_1-30;23,49239075;68,35993022
BA;699010469;Rovaniemi;Kotijänkä;KM;26780;1-1755;7375370;3452370;82,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Säräisniemi 2 Ware;Sär 2;1;asbesti;kivimurska;FALSE;FALSE;TRUE;karsta (68,78,88,90,152 ym);KM 26780_1-1755;25,92754633;66,46620979
BA;699010469;Rovaniemi;Kotijänkä;KM;26780;1-1755;7375370;3452370;82,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Säräisniemi 2 Ware;Sär 2;1;talkki, kiille;;FALSE;FALSE;TRUE;;KM 26780_1-1755;25,92754633;66,46620979
BA;618010030;Savonlinna;Heinniemi a;KM;26805;1-184;6851911;3627721;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;kiille, asbesti, orgaaninen;FALSE;FALSE;TRUE;;KM 26805_1-184;29,41512171;61,75305948
BA;148010674;Inari;Kaunisniemi 3;KM;26813;1-10;7627000;3510120;130,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;3;asbesti;;TRUE;FALSE;FALSE;;KM 26813_1-10;27,24556597;68,725869
BA;148010748;Inari;Kirakkajoen suu pohjoinen 2;KM;26822;1-102;7627070;3508230;131;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;FALSE;TRUE;FALSE;;KM 26822_1-102;27,19891451;68,72655776
BA;148010758;Inari;Aunionlahden salmi koillinen 1;KM;26832;1-44;7629200;3507860;131;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;TRUE;FALSE;FALSE;;KM 26832_1-44;27,18994268;68,74566342
BA;148010762;Inari;Aunionlahden suu;KM;26836;1-257;7628490;3508730;130,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;FALSE;TRUE;FALSE;;KM 26836_1-257;27,21137849;68,73927292
BA;148010764;Inari;Soidinvaara 2;KM;26838;1-84;7628460;3509140;130,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;FALSE;TRUE;FALSE;;KM 26838_1-84;27,22150325;68,73899104
BA;148010769;Inari;Soidinvaara 7;KM;26843;1-75;7628250;3510140;130,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Vardöy (IT) Ware;Vardöy (IT) Ware;IT;1;asbesti;sekoitteeton;TRUE;FALSE;FALSE;;KM 26843_1-75;27,2461832;68,73707434
BA;683010037;Ranua;Kultikangas;KM;26851;1-1999;7333120;3505200;177;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;2;kiille;;FALSE;TRUE;FALSE;;KM 26851_1-1999;27,11113332;66,09096544
BA;683010037;Ranua;Kultikangas;KM;26851;1-1999;7333120;3505200;177;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;2;asbesti;;FALSE;TRUE;FALSE;;KM 26851_1-1999;27,11113332;66,09096544
BA;226010025;Karstula;Hämeenniemi 2;KM;26879;1-2;6977920;3387157;147;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;asbesti;talkki;TRUE;FALSE;FALSE;reikä (1);KM 26879_1-2;24,77796498;62,88742049
BA;220010013;Raasepori;Bergvalla;KM;27027;1-49;6662319;3312989;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;TRUE;FALSE;;KM 27027_1-49;23,64149967;60,03015188
BA;422010024;Lieksa;Pokronlampi;KM;27122;1-407;7025126;3653282;96;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pottery;Lovozero Ware;Lovozero Ware;Lovozero;1;asbesti;;FALSE;TRUE;FALSE;;KM 27122_1-407;30,05333424;63,29573597
BA;422010011;Lieksa;Honkala;KM;27123;1-24;7025918;3651161;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Luukonsaari Ware;Luukonsaari;1;asbesti;;FALSE;TRUE;FALSE;;KM 27123_1-24;30,01184895;63,30373053
BA;777010025;Suomussalmi;Kalmosärkkä;KM;27167;1-562;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;FALSE;TRUE;FALSE;;KM 27167_1-562;29,44567113;65,2094768
BA;777010025;Suomussalmi;Kalmosärkkä;KM;27167;1-562;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;3;kivimurska;;FALSE;TRUE;FALSE;poikkeuksellinen koristekuosi (176), jotain muuta kuin ST?;KM 27167_1-562;29,44567113;65,2094768
BA;777010053;Suomussalmi;Tormuan särkkä;KM;27171;1-5;7245553;3615819;201;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Kjelmöy Ware;Kjelmöy;3;asbesti;;TRUE;FALSE;FALSE;;KM 27171_1-5;29,47837987;65,28529449
BA;777010056;Suomussalmi;Mikonsärkkä;KM;27172;1-2;7236404;3614044;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;3;talkki;asbesti;TRUE;FALSE;FALSE;;KM 27172_1-2;29,43282705;65,20393286
BA;777010049;Suomussalmi;Maikonsärkkä;KM;27174;1-2;7236703;3615912;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Säräisniemi 2 Ware;Anttila Ware;Anttila;1;talkki;;TRUE;FALSE;FALSE;;KM 27174_1-2;29,4729413;65,20596123
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;27175;1-341;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;hiekka;kivimurska;FALSE;FALSE;TRUE;;KM 27175_1-341;22,42951906;60,42531911
BA;202010011;Kaarina;Toivola (Hulkkio ja Tikantontti);KM;27175;1-341;6710328;3248554;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;;FALSE;FALSE;TRUE;karsta (83);KM 27175_1-341;22,42951906;60,42531911
BA;577010024;Paimio;Toispuolojannummi;KM;27182;1-275;6716468;3263603;40,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;1;kivimurska;;FALSE;FALSE;TRUE;karsta (106);KM 27182_1-275;22,69466517;60,48935369
BA;707010007;Rääkkylä;Pörrinmökki;KM;27195;1-1979;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Pottery;Säräisniemi 2 Ware;Sirnihta Ware;Sirnihta;2;asbesti;;TRUE;FALSE;FALSE;;KM 27195_1-1979;29,8998656;62,18945756
