Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish);PhotoID;X;Y
BA;531010035;Nakkila;Rieskaronmäki;SatM;16455;1-67;6822255;3235817;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Lausitz Ware;maljatyyppi;0;hiekka;;TRUE;FALSE;TRUE;;SatM 16455_1-67;22,04575636;61,41803819
BA;293010010;Ulvila;Kullaa;SatM;17005;1-10;6827417;3242390;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;-1;orgaaninen;;FALSE;FALSE;TRUE;;SatM 17005_1-10;22,16125328;61,46861381
BA;293010010;Ulvila;Kullaankangas;SatM;17005;1-10;6827130;3242266;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;-1;orgaaninen;;FALSE;FALSE;TRUE;;SatM 17005_1-10;22,15933466;61,46596507
BA;531010035;Nakkila;Rieskaronmäki;SatM;17102;1-124;6822255;3235817;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;0;kivimurska;;FALSE;TRUE;TRUE;;SatM 17102_1-124;22,04575636;61,41803819
BA;912010017;Sastamala;Hiukkasaari;TYA;161;1-408;6809795;3278156;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;asbesti;;TRUE;FALSE;FALSE;;TYA 161_1-408;22,85135835;61,33304318
BA;912010017;Sastamala;Hiukkasaari;TYA;192;1-149;6809795;3278156;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;1;kivimurska;;FALSE;TRUE;FALSE;karsta (38);TYA 192_1-149;22,85135835;61,33304318
BA;912010017;Sastamala;Hiukkasaari;TYA;192;1-149;6809795;3278156;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;hiekka;;FALSE;TRUE;FALSE;;TYA 192_1-149;22,85135835;61,33304318
BA;586010055;Salo;Lehmihaka;TYA;196;1-80;6683813;3290691;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;kivimurska;;FALSE;FALSE;TRUE;;TYA 196_1-80;23,22033592;60,21189349
BA;577010024;Paimio;Toispuolojannummi;TYA;203;1-197;6716468;3263603;40,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;1;kivimurska;;FALSE;FALSE;FALSE;;TYA 203_1-197;22,69466517;60,48935369
BA;586010055;Salo;Lehmihaka;TYA;207;1-202;6683813;3290691;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Coastal Bronze Age pottery;pronssikautinen;1;kivimurska;;FALSE;TRUE;FALSE;tekstiilipainanne (126), ehkä Paimion keramiikkaa;TYA 207_1-202;23,22033592;60,21189349
BA;243010042;Kemiönsaari;Nedergård;TYA;368;1-2;6674485;3263003;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Sarsa-Tomitsa Ware;Sarsa-Tomitsa Ware;ST;2;kivimurska;;TRUE;FALSE;FALSE;;TYA 368_1-2;22,73314125;60,11325067
BA;Sa 20.2;Saltvik;;ÅM;114;1-142;6709626;3121164;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;2;hiekka;;FALSE;FALSE;TRUE;sormiuurrekoristelua;ÅM 114_1-142;20,13305251;60,31999354
BA;Sa 20.2;Saltvik;;ÅM;114;1-142;6709626;3121164;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;2;hiekka;;FALSE;TRUE;FALSE;;ÅM 114_1-142;20,13305251;60,31999354
BA;Sa 20.11;Saltvik;;ÅM;138;;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;3;sekoitteeton;orgaaninen;TRUE;FALSE;FALSE;sormiuurteita;ÅM 138_;20,16329745;60,31392076
BA;Sa 20.11;Saltvik;;ÅM;141;;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;sekoitteeton;;TRUE;FALSE;FALSE;sormiuurteita;ÅM 141_;20,16329745;60,31392076
BA;Kö 6.16;Kökar;;ÅM;153;1-4;6662169;3158475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;hiekka;;FALSE;TRUE;FALSE;;ÅM 153_1-4;20,88363679;59,92960346
BA;Kö 6.16;Kökar;;ÅM;156;1-60;6662169;3158475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;kivimurska;;FALSE;FALSE;TRUE;karsta (34);ÅM 156_1-60;20,88363679;59,92960346
BA;Kö 6.16;Kökar;;ÅM;200;1-487;6662169;3158475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Lausitz Ware;Maljatyyppi;1;kivimurska;;FALSE;TRUE;FALSE;;ÅM 200_1-487;20,88363679;59,92960346
BA;Kö 6.16;Kökar;;ÅM;200;1-487;6662169;3158475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;kivimurska;;FALSE;FALSE;TRUE;karsta (49,370,407), karstaa usein ulkopinnalla;ÅM 200_1-487;20,88363679;59,92960346
BA;Kö 6.16;Kökar;;ÅM;200;1-487;6662169;3158475;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;1;kivimurska;;FALSE;FALSE;TRUE;tekstiilipainanne (230), karsta (288);ÅM 200_1-487;20,88363679;59,92960346
BA;Sa 20.11;Saltvik;;ÅM;213;;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Lausitz Ware;Maljatyyppi;1;hiekka;;TRUE;FALSE;FALSE;reunapala;ÅM 213_;20,16329745;60,31392076
BA;Sa 20.11;Saltvik;;ÅM;214;;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;kivimurska;;TRUE;FALSE;FALSE;;ÅM 214_;20,16329745;60,31392076
BA;Sa 20.11;Saltvik;;ÅM;225;1-196;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Lausitz Ware;Maljatyyppi;1;hiekka;;FALSE;TRUE;FALSE;numeroitu ÅM 212, rekonstruoitu astia (106);ÅM 225_1-196;20,16329745;60,31392076
BA;Sa 20.11;Saltvik;;ÅM;225;1-196;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;kivimurska;;FALSE;FALSE;TRUE;numeroitu ÅM 212, astian korva (103);ÅM 225_1-196;20,16329745;60,31392076
BA;Sa 20.11;Saltvik;;ÅM;225;1-196;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;1;kivimurska;;FALSE;FALSE;TRUE;numeroitu ÅM 212;ÅM 225_1-196;20,16329745;60,31392076
BA;uusi 4986;Saltvik;Syllöda;ÅM;293;1-13;6705825;3120284;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;hiekka;;FALSE;FALSE;TRUE;;ÅM 293_1-13;20,1243956;60,2853029
BA;Sa 20.11;Saltvik;;ÅM;466;1-161;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;2;hiekka;;FALSE;FALSE;TRUE;;ÅM 466_1-161;20,16329745;60,31392076
BA;Sa 20.2;Saltvik;;ÅM;482;1-491;6709626;3121164;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;hiekka;;TRUE;FALSE;FALSE;;ÅM 482_1-491;20,13305251;60,31999354
BA;Sa 20.11;Saltvik;;ÅM;506;26-28;6708778;3122759;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;hiekka;;FALSE;TRUE;FALSE;;ÅM 506_26-28;20,16329745;60,31392076
BA;Su 13.10;Sund;Kulla;ÅM;513;1-473;6702330;3116590;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Otterböte Ware;Otterböte;1;hiekka;kivimurska;FALSE;FALSE;TRUE;;ÅM 513_1-473;20,06473174;60,25070026
BA;Su 13.10;Sund;Kulla;ÅM;513;1-473;6702330;3116590;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Pottery;Coastal Bronze Age pottery;Paimio Ware;Paimio;1;kivimurska;;FALSE;FALSE;TRUE;;ÅM 513_1-473;20,06473174;60,25070026
